Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2025-07-15 21:26 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,28,92.36,,
2025-07-15 23:49 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2025-07-12 21:00 (MST),,,,,,,,,,
2025-07-16 10:29 (-07),On Demand,Nico Sarani,30,Yoga,Flow,30 min Yoga Flow,2025-07-12 21:00 (-07),,,,,,,140,83.64,,
2025-07-16 11:00 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-07-15 04:23 (-07),,,,,,,,62.24,,
2025-07-16 12:25 (-07),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2025-07-14 21:00 (-07),,,,,,,31,95.52,,
2025-07-16 12:32 (-07),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 16:45 (-07),117,194,43%,90,21.12,3.52,129,138.71,,
2025-07-16 12:42 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min 90s Rock Ride,2025-07-15 21:00 (-07),389,216,48%,86,21.96,10.98,461,154.12,,
2025-07-16 13:13 (-07),On Demand,Sam Yo,30,Cycling,Progression,30 min Progressive Push,2025-07-15 03:26 (-07),338,188,42%,91,20.79,10.40,432,148.18,,
2025-07-16 13:44 (-07),On Demand,Leanne Hainsby-Alldis,20,Cycling,Music,20 min Pop Ride,2025-07-15 21:00 (-07),238,198,48%,82,21.16,7.06,294,149.93,,
2025-07-16 14:05 (-07),On Demand,Jenn Sherman,20,Cycling,Low Impact,20 min Low Impact Ride,2025-07-15 21:00 (-07),167,139,40%,83,18.39,6.13,237,131.89,,
2025-07-16 14:26 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2025-07-15 21:00 (-07),23,77,29%,88,14.25,1.19,45,114.86,,
2025-07-16 14:31 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-26 21:00 (-07),,,,,,,28,91.84,,
2025-07-17 07:18 (-07),On Demand,Kirra Michel,20,Yoga,Flow,20 min Yoga Flow,2025-07-15 14:56 (-07),,,,,,,99,86.04,,
2025-07-17 07:39 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-07-15 04:23 (-07),,,,,,,0,69.57,,
2025-07-17 15:51 (MST),On Demand,Kirsten Ferguson,60,Walking,Hiking,60 min Hike,2025-03-03 09:54 (MST),0,,,,4.26,4.27,657,125.61,,
2025-07-17 16:52 (MST),On Demand,Matt Wilpers,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-06-18 21:00 (MST),,,,,,,38,104.00,,
2025-07-17 20:29 (-07),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2023-08-08 08:00 (-07),52,174,40%,93,20.21,1.69,53,124.19,,
2025-07-17 20:35 (-07),On Demand,Emma Lovewell,30,Cycling,Groove,30 min Groove Ride,2025-07-16 21:00 (-07),397,221,52%,79,22.14,11.07,434,148.60,,
2025-07-17 21:06 (-07),On Demand,Christine D'Ercole,30,Cycling,Music,30 min Moby Ride,2025-07-16 21:00 (-07),352,195,52%,77,21.02,10.51,438,149.11,,
2025-07-17 21:37 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-05 08:00 (-07),30,102,35%,81,16.22,1.35,48,119.51,,
2025-07-17 21:42 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,26,91.68,,
2025-07-18 09:43 (MST),On Demand,Kirra Michel,10,Meditation,Relaxation,10 min Relaxing Meditation,2025-07-08 15:41 (MST),,,,,,,,,,
2025-07-18 19:31 (-07),On Demand,Kirra Michel,30,Yoga,Flow,30 min Moby Yoga Flow,2025-07-17 14:56 (-07),,,,,,,135,82.01,,
2025-07-18 20:02 (-07),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2025-07-17 04:54 (-07),,,,,,,,64.52,,
2025-07-18 20:55 (MST),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2025-01-05 20:00 (MST),,,,,,,,,,
2025-07-18 21:35 (-07),On Demand,Kirra Michel,20,Yoga,Restorative,20 min Restorative,2025-07-15 21:00 (-07),,,,,,,48,61.21,,
2025-07-19 08:10 (-07),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-11-30 22:00 (-07),,,,,,,30,92.97,,
2025-07-19 08:17 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),54,178,40%,93,20.07,1.67,58,132.24,,
2025-07-19 08:23 (-07),On Demand,Christian Vande Velde,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2025-06-15 21:00 (-07),94,157,35%,103,19.17,3.19,132,140.68,,
2025-07-19 08:34 (-07),On Demand,Christian Vande Velde,20,Cycling,Power Zone,20 min FTP Test Ride,2025-06-15 21:00 (-07),313,260,56%,80,23.62,7.88,374,175.69,,
2025-07-19 08:55 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),18,61,26%,85,13.05,1.08,55,131.06,,
2025-07-19 09:01 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,44,114.53,,
2025-07-19 20:56 (MST),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2025-01-05 20:00 (MST),,,,,,,,70.59,,
2025-07-20 10:54 (-07),On Demand,Kirra Michel,30,Yoga,Slow Flow,30 min Slow Flow,2025-07-18 04:27 (-07),,,,,,,136,82.66,,
2025-07-20 11:25 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-07-15 04:23 (-07),,,,,,,,58.97,,
2025-07-20 11:38 (-07),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2025-05-26 21:00 (-07),39,130,32%,103,17.94,1.50,49,118.96,,
2025-07-20 11:44 (-07),On Demand,Hannah Frankson,20,Cycling,Climb,20 min Climb Ride,2025-07-18 03:55 (-07),257,214,52%,76,21.80,7.26,282,146.03,,
2025-07-20 12:04 (-07),On Demand,Hannah Frankson,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2025-07-19 01:25 (-07),335,186,42%,94,20.54,10.27,412,144.00,,
2025-07-20 12:35 (-07),On Demand,Hannah Frankson,30,Cycling,Music,30 min 2000s Hip Hop Ride,2025-07-17 03:25 (-07),352,196,47%,84,21.11,10.55,450,151.57,,
2025-07-20 13:05 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-02-13 22:00 (-07),31,104,34%,87,16.49,1.38,51,122.18,,
2025-07-20 13:11 (-07),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-07-17 21:00 (-07),,,,,,,36,104.28,,
2025-07-20 14:22 (MST),On Demand,Aditi Shah,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2025-04-06 19:00 (MST),,,,,,,,,,
2025-07-20 21:06 (MST),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Sleep Meditation,2025-07-19 21:00 (MST),,,,,,,,65.57,,
2025-07-21 08:55 (MST),,,53,Walking,,53 min 8 sec Outdoor Walking,,0,,,,3.24,2.72,345,98.20,,
2025-07-21 13:01 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-07-20 21:00 (MST),,,,,,,,,,
2025-07-21 15:08 (-07),On Demand,Kirra Michel,45,Yoga,Flow,45 min Yoga Flow,2025-07-19 08:57 (-07),,,,,,,207,81.18,,
2025-07-21 15:55 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-11-21 00:00 (-07),49,162,39%,91,19.57,1.62,51,123.13,,
2025-07-21 16:00 (-07),On Demand,Sam Yo,60,Cycling,Music,60 min Rock Ride,2025-07-20 05:54 (-07),839,233,54%,77,22.59,22.59,985,161.12,,
2025-07-21 17:01 (-07),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2023-12-08 00:00 (-07),33,111,42%,70,16.80,1.39,56,128.38,,
2025-07-21 17:06 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,37,105.56,,
2025-07-21 20:43 (MST),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Sleep Meditation,2025-07-19 21:00 (MST),,,,,,,,69.38,,
2025-07-22 14:59 (-07),On Demand,Jenn Sherman,5,Cycling,Warm Up,5 min Warm Up Ride,2025-07-21 21:00 (-07),53,175,38%,100,20.28,1.69,60,133.43,,
2025-07-22 15:05 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Intervals,30 min HIIT & Hills Ride,2025-07-21 03:26 (-07),407,226,55%,78,22.28,11.14,458,153.26,,
2025-07-22 15:36 (-07),On Demand,Charlotte Weidenbach,30,Cycling,Music,30 min Pop Punk Ride,2025-07-19 03:55 (-07),365,203,51%,78,21.32,10.66,447,150.84,,
2025-07-22 16:06 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2023-12-01 09:00 (-07),35,118,33%,95,17.27,1.43,58,131.79,,
2025-07-22 16:12 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,34,100.82,,
2025-07-22 18:16 (MST),,,42,Cycling,,42 min 14 sec Outdoor Cycling,,0,0,0%,0,9.39,5.64,324,105.12,,
2025-07-23 08:56 (-07),On Demand,Aditi Shah,20,Yoga,Morning,20 min Morning Power Flow,2025-07-22 04:49 (-07),,,,,,,112,91.66,,
2025-07-23 09:23 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),54,176,39%,94,20.00,1.68,60,134.86,,
2025-07-23 09:29 (-07),On Demand,Jess King,30,Cycling,Progression,30 min Sweat Steady Ride,2025-07-20 21:00 (-07),412,229,48%,87,22.44,11.22,473,156.98,,
2025-07-23 09:59 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min 90s Rock Ride,2025-07-21 21:00 (-07),228,190,48%,81,20.85,6.95,304,153.44,,
2025-07-23 10:20 (-07),On Demand,Charlotte Weidenbach,15,Cycling,Music,15 min Classic Rock Ride,2025-07-21 22:35 (-07),168,186,50%,78,20.62,5.16,214,147.60,,
2025-07-23 10:35 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),26,88,28%,99,15.29,1.27,56,129.22,,
2025-07-23 10:41 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,38,106.43,,
2025-07-23 14:14 (MST),On Demand,Susie Chan,45,Walking,Music,45 min 90s Walk,2025-02-23 04:54 (MST),0,,,,4.34,3.26,502,127.27,,
2025-07-23 22:37 (MST),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2025-04-27 19:00 (MST),,,,,,,,62.10,,
2025-07-24 18:41 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone 80s Ride,2025-07-22 21:00 (-07),501,185,40%,100,20.50,15.37,633,145.92,,
2025-07-24 19:27 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min 70s Ride,2025-07-22 09:55 (-07),331,184,47%,76,19.71,9.86,454,152.35,,
2025-07-25 13:27 (-07),On Demand,Kirra Michel,30,Yoga,Flow,30 min 90s Yoga Flow,2025-07-19 10:57 (-07),,,,,,,181,93.47,,
2025-07-25 14:02 (-07),On Demand,Bradley Rose,45,Cycling,Progression,45 min Progressive Push,2025-07-23 21:00 (-07),543,201,48%,81,21.38,16.04,737,161.04,,
2025-07-25 14:47 (-07),On Demand,Mayla Wedekind,30,Cycling,Music,30 min Classic Rock Ride,2025-07-24 04:55 (-07),318,177,49%,77,20.26,10.13,488,159.75,,
2025-07-25 21:41 (MST),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2025-01-05 20:00 (MST),,,,,,,,61.28,,
2025-07-26 10:12 (-07),On Demand,Denis Morton,30,Yoga,Morning,30 min Morning Slow Flow,2025-07-25 04:26 (-07),,,,,,,126,81.17,,
2025-07-26 10:43 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-07-22 04:24 (-07),,,,,,,,62.23,,
2025-07-26 11:00 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),56,186,40%,95,20.57,1.71,56,130.74,,
2025-07-26 11:05 (-07),On Demand,Emma Lovewell,20,Cycling,Music,20 min 90s Ride,2025-07-24 21:00 (-07),269,224,46%,90,22.27,7.43,289,148.65,,
2025-07-26 11:26 (-07),On Demand,Leanne Hainsby-Alldis,20,Cycling,Music,20 min 90s Hip Hop Ride,2025-07-24 03:55 (-07),240,200,44%,88,21.30,7.10,298,151.07,,
2025-07-26 11:47 (-07),On Demand,Jess King,15,Cycling,Music,15 min EDM Ride,2025-07-23 21:00 (-07),183,203,47%,84,21.40,5.35,223,151.07,,
2025-07-26 12:03 (-07),On Demand,Hannah Frankson,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2025-07-25 04:55 (-07),472,175,42%,91,20.17,15.13,642,147.47,,
2025-07-26 12:49 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),28,94,28%,101,15.73,1.30,54,127.51,,
2025-07-26 12:54 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,35,102.90,,
2025-07-27 10:50 (-07),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2025-07-26 08:55 (-07),,,,,,,143,82.49,,
2025-07-27 11:29 (-07),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills,2025-07-27 01:24 (-07),405,225,50%,81,22.23,11.11,437,149.67,,
2025-07-27 12:01 (-07),On Demand,Hannah Frankson,20,Cycling,Intervals,20 min HIIT Ride,2025-07-26 01:54 (-07),265,221,51%,78,22.12,7.37,307,154.48,,
2025-07-27 12:24 (-07),On Demand,Hannah Frankson,20,Cycling,Music,20 min Tropical House Ride,2025-07-26 01:24 (-07),224,187,48%,79,20.73,6.91,278,145.15,,
2025-07-27 12:45 (-07),On Demand,Leanne Hainsby-Alldis,20,Cycling,Low Impact,20 min Low Impact Ride,2025-07-24 03:25 (-07),208,173,44%,82,20.06,6.69,261,139.49,,
2025-07-27 13:05 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),26,87,28%,97,15.24,1.26,49,120.55,,
2025-07-27 13:11 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,30,95.90,,
2025-07-27 20:59 (MST),On Demand,Denis Morton,30,Meditation,Sleep,30 min Sleep Meditation,2025-07-27 19:00 (MST),,,,,,,,62.73,,
2025-07-28 11:07 (MST),On Demand,Aditi Shah,30,Yoga,Flow,30 min Yoga Flow,2025-07-27 10:54 (MST),,,,,,,138,82.59,,
2025-07-28 11:37 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-07-27 21:00 (MST),,,,,,,,62.86,,
2025-07-28 12:38 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-04-17 23:00 (-07),52,175,41%,88,20.18,1.68,55,127.15,,
2025-07-28 12:44 (-07),On Demand,Ben Alldis,120,Cycling,Power Zone,120 min Power Zone Endurance Ride,2025-07-27 05:54 (-07),1337,186,43%,91,20.73,41.45,1589,140.83,,
2025-07-28 14:45 (-07),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-11-08 00:00 (-07),42,139,40%,84,18.55,1.54,54,126.24,,
2025-07-28 14:50 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,30,96.20,,
2025-07-29 09:13 (-07),On Demand,Kirra Michel,15,Yoga,Focus Flow,15 min Focus Flow: Hips,2025-07-22 15:31 (-07),,,,,,,79,88.57,,
2025-07-29 09:29 (-07),On Demand,Aditi Shah,15,Meditation,Morning,15 min Morning Meditation,2025-07-29 04:24 (-07),,,,,,,0,66.35,,
2025-07-29 09:47 (-07),On Demand,Robin Arzon,10,Cycling,Warm Up,10 min Warm Up Ride,2025-07-28 21:00 (-07),113,188,41%,93,20.80,3.46,125,135.51,,
2025-07-29 09:57 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2025-07-28 21:00 (-07),523,194,42%,94,20.73,15.55,629,145.47,,
2025-07-29 21:10 (MST),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Sleep Meditation,2025-07-19 21:00 (MST),,,,,,,,67.83,,
2025-07-30 05:29 (-07),On Demand,Aditi Shah,30,Yoga,Morning,30 min Morning Yoga Flow,2025-07-29 04:54 (-07),,,,,,,135,83.62,,
2025-07-30 06:00 (-07),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2025-07-24 04:55 (-07),,,,,,,6,73.36,,
2025-07-30 21:29 (PDT),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2025-07-19 06:25 (PDT),,,,,,,240,71.42,,
2025-07-31 14:44 (PDT),On Demand,Aditi Shah,30,Yoga,Flow,30 min 2000s Yoga Flow,2025-06-22 10:55 (PDT),,,,,,,136,78.12,,
2025-07-31 15:15 (PDT),On Demand,Rebecca Kennedy,10,Stretching,Foam Rolling,10 min Foam Rolling: Hips,2024-11-13 21:00 (PDT),,,,,,,31,73.86,,
2025-07-31 22:21 (PDT),On Demand,Aditi Shah,30,Yoga,Flow,30 min Live DJ Yoga Flow: Armada Music,2025-07-24 14:55 (PDT),,,,,,,114,76.01,,
2025-08-01 13:45 (PDT),On Demand,Kirra Michel,10,Meditation,Sleep,10 min Sleep Meditation,2025-04-20 19:00 (PDT),,,,,,,,71.36,,
2025-08-01 18:58 (PDT),On Demand,Kirra Michel,20,Yoga,Flow,20 min Yoga Flow,2025-07-29 14:56 (PDT),,,,,,,91,75.81,,
2025-08-02 22:20 (PDT),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2025-08-01 04:26 (PDT),,,,,,,257,77.62,,
2025-08-02 23:21 (PDT),On Demand,Chelsea Jackson Roberts,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2025-08-02 21:00 (PDT),,,,,,,,61.17,,
2025-08-03 11:54 (PDT),,,223,Walking,,223 min 55 sec Outdoor Walking,,0,,,,2.40,7.62,1715,105.16,,
2025-08-04 20:14 (PDT),On Demand,Emma Lovewell,30,Walking,Hiking,30 min Hike,2025-06-16 05:54 (PDT),0,,,,4.42,2.22,332,126.34,,
2025-08-05 20:20 (PDT),On Demand,Emma Lovewell,30,Walking,Hiking,30 min Hike,2025-05-04 06:54 (PDT),0,,,,4.47,2.24,356,130.36,,
2025-08-06 22:22 (PDT),On Demand,Aditi Shah,45,Yoga,Slow Flow,45 min Slow Flow,2025-08-02 06:24 (PDT),,,,,,,177,69.74,,
2025-08-07 21:31 (MST),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Sleep Meditation,2025-07-19 21:00 (MST),,,,,,,,68.30,,
2025-08-07 22:35 (-07),On Demand,Denis Morton,30,Yoga,Flow,30 min Yoga Flow,2025-08-02 10:56 (-07),,,,,,,146,86.04,,
2025-08-07 23:06 (-07),On Demand,Aditi Shah,10,Meditation,Theme,10 min Flow & Let Go Meditation,2025-07-26 07:07 (-07),,,,,,,1,68.45,,
2025-08-08 10:27 (MST),On Demand,Nico Sarani,30,Yoga,Slow Flow,30 min Slow Flow,2025-08-03 10:55 (MST),,,,,,,150,81.74,,
2025-08-08 15:19 (-07),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2025-08-04 21:00 (-07),40,134,32%,108,18.21,1.52,48,117.50,,
2025-08-08 15:25 (-07),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2025-08-08 09:55 (-07),399,221,52%,77,22.14,11.07,439,149.39,,
2025-08-08 15:56 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2025-08-07 03:25 (-07),468,173,40%,86,20.11,15.09,590,139.57,,
2025-08-08 16:42 (-07),On Demand,Hannah Corbin,10,Cycling,Cool Down,10 min Cool Down Ride,2025-08-05 21:00 (-07),86,144,39%,73,18.75,3.12,109,125.48,,
2025-08-08 16:53 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,31,97.34,,
2025-08-08 23:26 (MST),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2025-04-27 19:00 (MST),,,,,,,,70.47,,
2025-08-09 08:37 (-07),On Demand,Kirra Michel,20,Yoga,Flow,20 min Yoga Flow,2025-08-08 21:00 (-07),,,,,,,103,88.49,,
2025-08-09 14:02 (MST),On Demand,Rebecca Kennedy,60,Walking,Hiking,60 min Hike,2024-07-13 05:56 (MST),0,,,,3.96,3.96,774,138.29,,
2025-08-09 15:04 (MST),On Demand,Alex Toussaint,10,Walking,Cool Down,10 min Cool Down Walk,2025-08-04 21:00 (MST),0,,,,3.86,0.65,92,113.55,,
2025-08-09 23:40 (MST),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2021-11-09 09:00 (MST),,,,,,,,64.48,,
2025-08-10 18:52 (-07),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2023-03-20 00:00 (-07),77,256,44%,87,23.38,1.95,68,143.19,,
2025-08-10 18:58 (-07),On Demand,Sam Yo,45,Cycling,Power Zone,45 min Power Zone Ride,2025-08-05 00:55 (-07),495,183,33%,102,20.17,15.13,720,157.79,,
2025-08-10 19:44 (-07),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Oasis Cool Down Ride,2025-08-06 21:00 (-07),112,187,42%,78,20.80,3.47,158,158.08,,
2025-08-10 19:55 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,44,113.20,,
2025-08-11 13:47 (-07),,,5,Cycling,,5 min Lanebreak Ride,,49,160,34%,89,19.41,1.64,60,131.54,,
2025-08-11 13:53 (-07),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT Ride,2025-08-10 03:55 (-07),393,218,43%,83,22.00,11.00,515,165.35,,
2025-08-11 14:24 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min Rock Ride,2025-08-10 05:54 (-07),357,198,46%,76,21.22,10.61,519,166.45,,
2025-08-11 14:55 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),34,112,28%,91,16.94,1.41,68,143.33,,
2025-08-11 15:01 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,39,108.85,,
2025-08-11 15:07 (-07),On Demand,Nico Sarani,45,Yoga,Flow,45 min Yoga Flow,2025-08-09 21:00 (-07),,,,,,,289,97.32,,
2025-08-11 15:52 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-08-05 04:26 (-07),,,,,,,2,74.81,,
2025-08-11 23:17 (MST),On Demand,Kirra Michel,10,Meditation,Sleep,10 min Sleep Meditation,2025-08-10 19:00 (MST),,,,,,,,,,
2025-08-12 11:37 (MST),On Demand,Susie Chan,10,Walking,Warm Up,10 min Warm Up Walk,2025-05-12 21:00 (MST),0,,,,4.75,0.80,109,126.25,,
2025-08-12 11:48 (MST),On Demand,Kirsten Ferguson,60,Walking,Hiking,60 min Hike,2025-06-30 08:54 (MST),0,,,,4.21,4.22,661,126.10,,
2025-08-12 12:48 (MST),On Demand,Matt Wilpers,5,Walking,Cool Down,5 min Cool Down Walk,2025-07-21 21:00 (MST),0,,,,3.91,0.33,45,111.68,,
2025-08-12 12:54 (MST),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-08-07 21:00 (MST),,,,,,,29,93.53,,
2025-08-12 15:06 (MST),On Demand,Kirra Michel,10,Meditation,Relaxation,10 min Calming Meditation,2024-07-30 16:08 (MST),,,,,,,,74.50,,
2025-08-13 04:24 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2024-12-22 21:00 (MST),,,,,,,,58.34,,
2025-08-13 12:48 (-07),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2025-08-11 21:00 (-07),,,,,,,156,88.44,,
2025-08-13 13:20 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-08-11 21:00 (-07),,,,,,,,68.02,,
2025-08-13 13:40 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2025-08-11 21:00 (-07),63,210,39%,87,21.73,1.81,61,133.98,,
2025-08-13 13:46 (-07),On Demand,Emma Lovewell,60,Cycling,Music,60 min 80s Ride,2025-08-09 03:54 (-07),846,235,49%,76,22.68,22.68,1038,166.40,,
2025-08-13 14:47 (-07),On Demand,Alex Toussaint,5,Cycling,Cool Down,5 min Cool Down Ride,2025-08-12 21:00 (-07),25,85,25%,83,14.87,1.24,59,131.67,,
2025-08-13 14:53 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,43,112.03,,
2025-08-14 18:49 (-07),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2023-10-24 08:00 (-07),54,179,37%,87,20.24,1.69,55,127.65,,
2025-08-14 18:55 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min Rising Rock Ride,2025-08-09 04:56 (-07),415,231,45%,82,22.48,11.24,472,156.55,,
2025-08-14 19:26 (-07),On Demand,Hannah Frankson,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-08-09 01:24 (-07),319,177,38%,86,20.29,10.14,411,143.31,,
2025-08-14 19:57 (-07),On Demand,Denis Morton,30,Cycling,Low Impact,30 min Low Impact Ride,2025-08-09 08:55 (-07),321,178,40%,81,20.39,10.20,397,140.52,,
2025-08-14 20:27 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),32,107,28%,88,16.57,1.38,51,120.57,,
