Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2025-08-14 20:33 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,27,92.37,,
2025-08-14 20:39 (-07),On Demand,Nico Sarani,15,Yoga,Focus Flow,15 min Focus Flow: Quads,2025-08-12 21:00 (-07),,,,,,,87,93.02,,
2025-08-14 22:49 (MST),On Demand,Anna Greenberg,20,Meditation,Sleep,20 min Sleep Meditation,2022-01-18 09:00 (MST),,,,,,,,,,
2025-08-15 18:21 (-07),On Demand,Jess King,5,Cycling,Warm Up,5 min Get to Know Me Warm Up Ride,2025-02-09 22:00 (-07),59,195,39%,86,21.09,1.76,60,133.18,,
2025-08-15 18:27 (-07),On Demand,Jess King,45,Cycling,Music,45 min Techno Ride,2025-08-11 04:53 (-07),574,213,47%,74,21.82,16.36,761,163.90,,
2025-08-15 19:14 (-07),On Demand,Jess King,10,Cycling,Cool Down,10 min Cool Down Ride,2024-03-15 08:00 (-07),70,116,31%,82,17.11,2.85,127,137.20,,
2025-08-15 19:25 (-07),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-05-15 21:00 (-07),,,,,,,38,105.06,,
2025-08-15 19:32 (-07),On Demand,Kirra Michel,20,Yoga,Evening,20 min Evening Yoga Flow,2025-07-22 14:57 (-07),,,,,,,110,91.62,,
2025-08-16 08:35 (-07),On Demand,Aditi Shah,20,Yoga,Morning,20 min Morning Yoga Flow,2025-08-11 21:00 (-07),,,,,,,92,82.93,,
2025-08-16 08:56 (-07),On Demand,Chelsea Jackson Roberts,10,Meditation,Morning,10 min Morning Meditation,2025-08-06 04:48 (-07),,,,,,,3,65.04,,
2025-08-16 13:20 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-20 09:00 (-07),56,187,33%,98,20.69,1.73,56,128.52,,
2025-08-16 13:26 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2025-08-12 21:00 (-07),520,193,37%,92,20.88,15.66,660,149.47,,
2025-08-16 17:03 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2025-08-14 21:00 (-07),,,,,,,34,97.30,,
2025-08-16 17:08 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-06-26 23:00 (-07),57,184,36%,88,20.54,1.72,63,138.52,,
2025-08-16 17:15 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Progression,30 min Progressive Push,2025-08-10 21:00 (-07),392,218,47%,75,22.03,11.02,494,161.07,,
2025-08-16 17:45 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-10-05 23:00 (-07),49,163,39%,79,19.62,1.63,74,151.75,,
2025-08-16 17:50 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-10-24 23:00 (-07),,,,,,,41,111.00,,
2025-08-16 21:53 (MST),On Demand,Aditi Shah,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2025-04-06 19:00 (MST),,,,,,,,,,
2025-08-17 05:30 (MST),On Demand,Kirra Michel,10,Meditation,Sleep,10 min Sleep Meditation,2025-08-10 19:00 (MST),,,,,,,,,,
2025-08-17 12:59 (-07),On Demand,Denis Morton,15,Yoga,Flow,15 min Yoga Flow,2025-08-07 21:00 (-07),,,,,,,74,83.86,,
2025-08-17 13:15 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-08-11 21:00 (-07),,,,,,,1,64.60,,
2025-08-17 13:32 (-07),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-10-14 21:00 (-07),,,,,,,35,100.17,,
2025-08-17 13:38 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),64,213,40%,88,21.77,1.80,66,142.81,,
2025-08-17 13:43 (-07),On Demand,Charlotte Weidenbach,30,Cycling,Music,30 min Metal Ride,2025-08-02 03:54 (-07),447,248,55%,68,23.17,11.58,559,174.64,,
2025-08-17 14:14 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2025-07-15 21:00 (-07),27,90,24%,91,15.40,1.27,67,144.84,,
2025-08-17 14:21 (-07),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance 90s Ride,2025-08-03 05:55 (-07),321,178,43%,78,20.33,10.16,466,155.08,,
2025-08-17 15:00 (-07),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2025-08-17 05:55 (-07),491,182,42%,81,20.51,15.38,647,147.80,,
2025-08-17 15:45 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),36,119,28%,97,17.41,1.45,62,135.62,,
2025-08-17 15:50 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,38,108.33,,
2025-08-17 15:56 (-07),On Demand,Denis Morton,20,Yoga,Flow,20 min Yoga Flow,2025-08-15 21:00 (-07),,,,,,,150,104.00,,
2025-08-17 22:39 (MST),On Demand,Denis Morton,20,Meditation,Sleep,20 min Sleep Meditation,2025-08-17 19:00 (MST),,,,,,,,84.53,,
2025-08-18 08:05 (-07),On Demand,Aditi Shah,20,Yoga,Morning,20 min Morning Power Flow,2024-11-12 05:49 (-07),,,,,,,104,88.63,,
2025-08-18 08:26 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-03-04 05:25 (-07),,,,,,,2,70.10,,
2025-08-18 12:50 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-05-14 23:00 (-07),,,,,,,29,89.74,,
2025-08-18 12:56 (-07),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2022-11-25 00:00 (-07),60,202,46%,72,21.33,1.76,59,132.89,,
2025-08-18 13:04 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Rock Ride,2025-08-17 01:24 (-07),396,220,51%,70,22.12,11.06,464,154.58,,
2025-08-18 13:34 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2025-08-17 12:56 (-07),336,187,47%,73,20.52,10.26,438,149.36,,
2025-08-18 14:07 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min 90s Ride,2025-08-17 08:56 (-07),336,187,45%,72,20.72,10.36,427,146.86,,
2025-08-18 14:37 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2023-07-07 08:00 (-07),38,127,34%,78,17.83,1.49,58,130.71,,
2025-08-18 14:42 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-04-25 23:00 (-07),,,,,,,34,103.76,,
2025-08-18 14:48 (-07),On Demand,Kirra Michel,10,Yoga,Focus Flow,10 min Focus Flow: Hamstrings,2025-08-05 21:00 (-07),,,,,,,62,95.32,,
2025-08-19 07:38 (-07),On Demand,Aditi Shah,20,Yoga,Morning,20 min Morning Slow Flow,2025-08-18 21:00 (-07),,,,,,,88,80.65,,
2025-08-19 07:59 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-08-18 21:00 (-07),,,,,,,,63.46,,
2025-08-19 13:54 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2025-03-14 21:00 (-07),,,,,,,28,83.21,,
2025-08-19 13:59 (-07),On Demand,Denis Morton,5,Cycling,Warm Up,5 min Warm Up Ride,2025-08-18 21:00 (-07),59,200,37%,88,21.31,1.75,56,128.65,,
2025-08-19 14:05 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Ride,2025-08-18 11:55 (-07),422,234,53%,68,22.64,11.32,461,154.07,,
2025-08-19 14:37 (-07),On Demand,Sam Yo,45,Cycling,Music,45 min 90s Rock Ride,2025-08-03 01:24 (-07),544,201,50%,68,21.30,15.98,662,149.64,,
2025-08-19 15:25 (-07),On Demand,Hannah Frankson,20,Cycling,Music,20 min 90s Ride,2025-07-31 04:55 (-07),213,178,51%,77,20.27,6.76,268,141.29,,
2025-08-19 15:46 (-07),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2025-07-29 21:00 (-07),65,108,42%,73,16.62,2.77,102,120.83,,
2025-08-19 15:56 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,29,94.42,,
2025-08-19 21:55 (MST),On Demand,Denis Morton,20,Meditation,Sleep,20 min Sleep Meditation,2025-08-17 19:00 (MST),,,,,,,,,,
2025-08-20 07:52 (-07),On Demand,Aditi Shah,20,Yoga,Morning,20 min Morning Power Flow,2024-12-10 05:49 (-07),,,,,,,110,89.26,,
2025-08-20 08:27 (-07),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2023-10-24 08:00 (-07),57,188,44%,91,20.51,1.70,60,135.85,,
2025-08-20 08:32 (-07),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2025-08-18 14:25 (-07),629,233,55%,80,22.60,16.95,753,162.92,,
2025-08-20 09:19 (-07),On Demand,Jess King,45,Cycling,Progression,45 min Sweat Steady Ride,2025-08-18 04:53 (-07),508,188,46%,89,20.78,15.58,680,152.46,,
2025-08-20 10:04 (-07),On Demand,Jess King,5,Cycling,Cool Down,5 min Cool Down Ride,2024-07-23 21:00 (-07),38,128,40%,87,17.83,1.49,62,136.28,,
2025-08-20 10:10 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,38,106.16,,
2025-08-20 23:57 (MST),On Demand,Denis Morton,20,Meditation,Sleep,20 min Sleep Meditation,2025-08-17 19:00 (MST),,,,,,,,61.23,,
2025-08-21 10:22 (-07),On Demand,Kirra Michel,20,Yoga,Power,20 min Power Slow Flow,2025-08-18 21:00 (-07),,,,,,,90,82.89,,
2025-08-21 10:44 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-08-18 21:00 (-07),,,,,,,,61.41,,
2025-08-21 11:15 (MST),On Demand,Aditi Shah,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2025-04-06 19:00 (MST),,,,,,,,,,
2025-08-21 16:05 (-07),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-04-30 23:00 (-07),,,,,,,38,103.16,,
2025-08-21 16:12 (-07),On Demand,Jess King,5,Cycling,Warm Up,5 min Warm Up Ride,2024-09-30 21:00 (-07),52,174,40%,104,20.17,1.68,60,134.66,,
2025-08-21 16:18 (-07),On Demand,Jess King,30,Cycling,Music,30 min Hardstyle EDM Ride,2025-08-19 08:56 (-07),407,226,51%,86,22.31,11.15,486,159.31,,
2025-08-21 16:49 (-07),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2025-08-19 21:00 (-07),354,197,52%,82,20.95,10.48,487,159.96,,
2025-08-21 17:19 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2021-09-20 06:00 (-07),24,79,33%,85,14.26,1.19,60,132.35,,
2025-08-21 17:25 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,38,106.83,,
2025-08-21 22:30 (MST),On Demand,Ross Rayburn,30,Meditation,Sleep,30 min Sleep Meditation,2023-09-27 08:00 (MST),,,,,,,,67.33,,
2025-08-22 07:43 (-07),On Demand,Nico Sarani,30,Yoga,Focus Flow,30 min Focus Flow: Twists,2025-03-16 10:25 (-07),,,,,,,133,79.17,,
2025-08-22 08:14 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-08-11 21:00 (-07),,,,,,,,61.92,,
2025-08-22 09:00 (-07),Live,Hannah Corbin,30,Cycling,Music,30 min Alternative Rock Ride,2025-08-22 08:56 (-07),461,256,58%,78,23.42,11.71,507,163.79,,
2025-08-22 09:32 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2021-09-20 06:00 (-07),27,89,33%,89,15.02,1.25,61,133.45,,
2025-08-22 09:37 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2023-02-06 09:00 (-07),39,128,39%,93,17.79,1.48,61,134.65,,
2025-08-22 09:43 (-07),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min HIIT & Hills Ride,2025-08-21 14:23 (-07),377,209,52%,83,21.61,10.81,481,158.37,,
2025-08-22 10:16 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min 90s Ride,2025-08-19 03:25 (-07),359,199,53%,82,21.18,10.59,468,155.19,,
2025-08-22 10:48 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Ride,2025-08-21 21:00 (-07),303,169,47%,85,19.92,9.95,406,142.33,,
2025-08-22 11:20 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-08-21 03:25 (-07),306,170,49%,81,19.95,9.98,400,140.74,,
2025-08-22 11:50 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),18,59,28%,97,12.85,1.06,50,122.86,,
2025-08-22 11:56 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,36,102.94,,
2025-08-22 20:37 (MST),On Demand,Anna Greenberg,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-08-03 21:00 (MST),,,,,,,,75.16,,
2025-08-23 13:33 (-07),On Demand,Nico Sarani,45,Yoga,Slow Flow,45 min Slow Flow,2025-08-23 03:56 (-07),,,,,,,202,80.44,,
2025-08-23 15:18 (-07),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-21 09:00 (-07),31,102,33%,98,16.04,1.33,43,111.92,,
2025-08-23 15:23 (-07),On Demand,Christine D'Ercole,30,Cycling,Music,30 min New Wave Ride,2025-08-22 06:24 (-07),373,208,53%,80,21.49,10.74,412,143.61,,
2025-08-23 15:54 (-07),On Demand,Christine D'Ercole,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2025-08-22 03:23 (-07),478,177,49%,85,20.28,15.21,577,137.65,,
2025-08-23 16:39 (-07),On Demand,Christine D'Ercole,5,Cycling,Cool Down,5 min Cool Down Ride,2024-03-29 08:00 (-07),25,85,35%,89,15.17,1.26,42,72.43,,
2025-08-23 16:45 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,24,88.60,,
2025-08-23 23:41 (MST),On Demand,Anna Greenberg,10,Meditation,Sleep,10 min Sleep Meditation,2022-05-31 08:00 (MST),,,,,,,,61.79,,
2025-08-24 18:34 (-07),On Demand,Denis Morton,20,Yoga,Slow Flow,20 min Slow Flow,2024-10-22 21:00 (-07),,,,,,,80,74.34,,
2025-08-24 21:11 (MST),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2025-08-24 19:00 (MST),,,,,,,,53.24,,
2025-08-25 10:37 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-08-24 21:00 (MST),,,,,,,,55.13,,
2025-08-25 11:48 (-07),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2022-07-19 08:00 (-07),36,118,38%,90,17.03,1.42,43,111.30,,
2025-08-25 11:54 (-07),On Demand,Alex Toussaint,45,Cycling,Intervals,45 min HIIT & Hills Ride,2025-08-23 10:55 (-07),593,220,55%,80,22.08,16.56,674,151.55,,
2025-08-25 12:39 (-07),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2025-08-24 04:55 (-07),315,175,50%,81,20.27,10.14,381,136.80,,
2025-08-25 13:10 (-07),On Demand,Emma Lovewell,10,Cycling,Cool Down,10 min Cool Down Ride,2024-01-12 09:00 (-07),43,72,33%,88,14.11,2.35,84,109.63,,
2025-08-25 13:21 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,21,85.66,,
2025-08-26 09:35 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-08-24 21:00 (MST),,,,,,,,56.64,,
2025-08-26 13:41 (-07),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2022-06-16 08:00 (-07),48,160,42%,95,19.51,1.63,51,121.43,,
2025-08-26 13:46 (-07),On Demand,Christine D'Ercole,75,Cycling,Climb,75 min Climb: Independence Pass Part 1,2025-08-23 03:54 (-07),965,214,54%,80,21.92,27.40,1192,157.35,,
2025-08-26 15:03 (-07),On Demand,Christine D'Ercole,10,Cycling,Cool Down,10 min Cool Down: Palomar Mountain,2024-04-29 07:50 (-07),53,89,35%,88,15.32,2.55,103,121.41,,
2025-08-26 15:13 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,30,94.51,,
2025-08-26 22:27 (MST),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2025-08-24 19:00 (MST),,,,,,,,64.71,,
2025-08-27 09:51 (-07),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2025-02-01 07:24 (-07),,,,,,,260,77.02,,
2025-08-27 10:53 (MST),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 21:00 (MST),,,,,,,,63.25,,
2025-08-27 13:48 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-01-03 00:00 (-07),44,147,41%,93,18.72,1.56,49,118.95,,
2025-08-27 13:54 (-07),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Max Ride,2025-08-26 03:24 (-07),363,202,47%,96,21.00,10.50,435,148.33,,
2025-08-27 14:25 (-07),On Demand,Leanne Hainsby-Alldis,45,Cycling,Music,45 min Dance Music Ride,2025-08-24 01:25 (-07),582,216,51%,87,21.89,16.41,723,158.50,,
2025-08-27 15:10 (-07),On Demand,Leanne Hainsby-Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2023-05-25 23:00 (-07),68,113,43%,78,16.84,2.81,110,126.25,,
2025-08-27 15:21 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,33,100.50,,
2025-08-28 11:28 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-08-24 21:00 (MST),,,,,,,,52.90,,
2025-08-28 12:56 (-07),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min AT's Ride to Greatness: Warm Up,2022-02-03 13:00 (-07),51,170,43%,97,20.00,1.67,55,125.88,,
2025-08-28 13:02 (-07),On Demand,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2025-08-25 14:24 (-07),423,235,54%,86,22.66,11.33,478,157.56,,
2025-08-28 13:32 (-07),On Demand,Alex Toussaint,5,Cycling,Cool Down,5 min Cool Down Ride,2023-05-12 08:00 (-07),34,112,40%,85,16.95,1.41,57,129.14,,
2025-08-28 13:38 (-07),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-07-25 23:00 (-07),,,,,,,34,100.55,,
2025-08-28 18:55 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2025-05-19 21:00 (-07),49,163,41%,98,19.60,1.64,55,127.07,,
2025-08-28 19:00 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min Alternative Rock Ride,2025-08-25 06:24 (-07),410,228,54%,84,22.36,11.18,463,154.02,,
2025-08-28 19:31 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 80s Ride,2025-08-26 14:24 (-07),407,226,56%,81,22.35,11.18,474,156.91,,
2025-08-28 20:01 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2023-11-15 09:00 (-07),20,65,33%,82,13.42,1.11,53,124.36,,
2025-08-28 20:07 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,33,100.49,,
2025-08-29 11:11 (-07),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2025-08-25 21:00 (-07),131,217,46%,97,22.01,3.67,132,140.56,,
2025-08-29 11:22 (-07),On Demand,Emma Lovewell,15,Cycling,Climb,15 min Climb Ride,2025-08-25 07:06 (-07),209,232,56%,79,22.52,5.63,232,154.80,,
2025-08-29 11:38 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Ride,2025-08-24 05:54 (-07),374,208,51%,84,21.54,10.77,481,157.99,,
2025-08-29 12:10 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min Classic Rock Ride,2025-08-23 08:55 (-07),315,175,47%,84,20.15,10.07,425,146.43,,
2025-08-29 12:40 (-07),On Demand,Denis Morton,10,Cycling,Cool Down,10 min Cool Down Ride,2021-04-23 14:00 (-07),53,89,37%,80,15.39,2.56,98,118.23,,
2025-08-29 12:51 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,30,95.30,,
2025-08-29 21:00 (MST),On Demand,Kirra Michel,5,Meditation,Sleep,5 min Sleep Meditation,2024-12-15 21:00 (MST),,,,,,,,57.04,,
2025-08-30 20:18 (-07),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Focus Flow: For Riders,2025-08-26 21:00 (-07),,,,,,,36,73.96,,
2025-08-30 20:29 (-07),On Demand,Aditi Shah,30,Yoga,Flow,30 min Flow & Let Go,2025-08-30 06:30 (-07),,,,,,,109,75.10,,
2025-08-30 21:01 (-07),On Demand,Aditi Shah,10,Meditation,Theme,10 min Flow & Let Go Meditation,2025-08-30 07:05 (-07),,,,,,,,57.34,,
2025-08-31 11:11 (-07),On Demand,Nico Sarani,30,Yoga,Flow,30 min Yoga Flow,2025-08-30 21:00 (-07),,,,,,,121,73.32,,
2025-08-31 11:41 (-07),On Demand,Chelsea Jackson Roberts,5,Meditation,Morning,5 min Morning Meditation,2025-08-27 21:00 (-07),,,,,,,,57.95,,
2025-08-31 11:59 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),48,161,40%,96,19.11,1.59,45,97.05,,
2025-08-31 12:05 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2025-08-29 21:00 (-07),335,186,41%,105,20.21,10.10,405,141.70,,
2025-08-31 12:37 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),20,67,27%,102,13.60,1.13,46,116.14,,
2025-08-31 12:43 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min 90s Rock Ride,2025-08-28 21:00 (-07),271,226,53%,84,22.24,7.41,312,155.36,,
2025-08-31 13:03 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-29 23:00 (-07),34,114,40%,81,16.83,1.40,56,126.82,,
2025-08-31 13:12 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2025-08-11 21:00 (-07),42,138,39%,94,18.44,1.53,53,125.43,,
2025-08-31 13:18 (-07),On Demand,Leanne Hainsby-Alldis,20,Cycling,Music,20 min 90s Ride,2025-08-26 09:55 (-07),255,212,51%,84,21.71,7.24,290,148.34,,
2025-08-31 13:38 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2025-06-10 21:00 (-07),34,113,40%,78,16.71,1.39,52,123.49,,
2025-08-31 13:45 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,29,94.10,,
2025-09-01 10:46 (MST),On Demand,Kirsten Ferguson,45,Walking,Hiking,45 min Hike,2025-08-11 08:54 (MST),0,,,,4.26,3.20,408,113.68,,
2025-09-01 14:03 (MST),On Demand,Denis Morton,30,Yoga,Flow,30 min Yoga Flow,2025-08-02 10:56 (MST),,,,,,,135,83.28,,
2025-09-01 22:13 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2025-08-31 19:00 (MST),,,,,,,,97.01,,
2025-09-02 13:34 (MST),On Demand,Jon Hosking,10,Walking,Warm Up,10 min Warm Up Walk,2025-08-04 21:00 (MST),0,,,,4.19,0.71,81,106.47,,
2025-09-02 13:46 (MST),On Demand,Rebecca Kennedy,45,Walking,Hiking,45 min Hike,2024-12-19 22:00 (MST),0,,,,4.09,3.07,474,123.04,,
2025-09-02 14:31 (MST),On Demand,Jon Hosking,10,Walking,Cool Down,10 min Cool Down Walk,2025-09-01 21:00 (MST),0,,,,3.78,0.64,78,104.86,,
2025-09-02 14:42 (MST),On Demand,Alex Toussaint,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-07-30 21:00 (MST),,,,,,,25,88.05,,
2025-09-02 15:00 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-08-31 21:00 (MST),,,,,,,,96.87,,
2025-09-02 18:49 (-07),On Demand,Anna Greenberg,30,Yoga,Flow,30 min Yoga Flow,2025-08-03 08:54 (-07),,,,,,,137,80.98,,
2025-09-02 23:46 (MST),On Demand,Kristin McGee,15,Meditation,Sleep,15 min Sleep Meditation,2024-03-15 22:00 (MST),,,,,,,,52.31,,
2025-09-03 12:49 (-07),On Demand,Aditi Shah,60,Yoga,Flow,60 min Yoga Flow,2025-01-04 07:24 (-07),,,,,,,256,76.01,,
2025-09-03 13:50 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-09-02 04:25 (-07),,,,,,,0,57.07,,
2025-09-03 14:04 (-07),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2025-09-01 21:00 (-07),48,159,39%,100,19.47,1.62,52,123.08,,
2025-09-03 14:10 (-07),On Demand,Alex Toussaint,30,Cycling,Climb,30 min Climb Ride,2025-09-02 21:00 (-07),437,243,59%,74,22.90,11.45,509,164.48,,
2025-09-03 14:42 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min 80s Ride,2025-09-02 10:55 (-07),343,191,49%,85,20.87,10.44,462,154.10,,
